id,čas
196,4.39638888888889
96,4.4158333333333335
198,4.4158333333333335
64,4.416388888888889
98,4.42
41,4.424166666666667
86,4.424166666666667
73,4.432777777777778
184,4.480833333333334
82,4.480833333333334
55,4.492222222222222
147,4.492222222222222
16,4.494722222222222
6,4.494722222222222
18,4.494722222222222
1,4.494722222222222
21,4.494722222222222
91,4.494722222222222
151,4.494722222222222
22,4.495555555555556
14,4.495555555555556
168,4.5175
28,4.5175
25,4.5175
124,4.5175
208,4.5175
137,4.541111111111111
85,4.541111111111111
131,4.541111111111111
36,4.541111111111111
61,4.541111111111111
191,4.541111111111111
97,4.541111111111111
45,4.541111111111111
116,4.554722222222222
111,4.554722222222222
115,4.555
68,4.556666666666667
65,4.630555555555556
173,4.630555555555556
5,4.631944444444445
212,4.650833333333334
93,4.670833333333333
157,4.670833333333333
163,4.676944444444445
123,4.676944444444445
23,4.676944444444445
63,4.676944444444445
153,4.676944444444445
197,4.676944444444445
95,4.676944444444445
42,4.721111111111111
144,4.721111111111111
17,4.721111111111111
77,4.742222222222222
175,4.742222222222222
114,4.742222222222222
218,4.742222222222222
27,4.742222222222222
138,4.742222222222222
66,4.742222222222222
92,4.742222222222222
133,4.742222222222222
102,4.742222222222222
172,4.742222222222222
94,4.742222222222222
132,4.779166666666667
143,4.779166666666667
141,4.779166666666667
72,4.779166666666667
122,4.779166666666667
74,4.779166666666667
213,4.779166666666667
156,4.779166666666667
125,4.810555555555555
35,4.811388888888889
62,4.811944444444444
34,4.811944444444444
145,4.811944444444444
88,4.811944444444444
53,4.812777777777778
177,4.812777777777778
195,4.812777777777778
176,4.812777777777778
148,4.812777777777778
46,4.812777777777778
12,4.812777777777778
128,4.812777777777778
158,4.812777777777778
3,4.812777777777778
76,4.878333333333334
211,4.878333333333334
117,4.878333333333334
178,4.893055555555555
192,4.893055555555555
107,4.893055555555555
47,4.893055555555555
165,4.8936111111111105
56,4.904444444444445
108,4.904444444444445
106,4.904444444444445
154,4.904444444444445
135,4.904444444444445
8,4.904444444444445
105,4.904444444444445
155,4.904444444444445
48,4.9188888888888895
183,4.9188888888888895
187,4.9188888888888895
202,4.9188888888888895
126,4.9188888888888895
214,4.9188888888888895
215,4.9188888888888895
84,4.9188888888888895
204,4.9188888888888895
67,4.9188888888888895
134,4.9188888888888895
112,4.9188888888888895
26,4.9188888888888895
205,4.9188888888888895
43,4.9188888888888895
121,4.9188888888888895
113,4.9188888888888895
182,4.9188888888888895
83,4.9188888888888895
216,4.9188888888888895
15,4.9188888888888895
24,4.9188888888888895
171,4.9188888888888895
166,4.9188888888888895
185,4.9188888888888895
127,4.9188888888888895
181,4.9188888888888895
87,4.9188888888888895
162,4.9188888888888895
167,4.9188888888888895
207,4.9188888888888895
217,4.9188888888888895
201,4.9188888888888895
206,4.9188888888888895
58,4.9188888888888895
54,4.9188888888888895
164,4.9188888888888895
104,4.9188888888888895
51,4.9188888888888895
161,4.9188888888888895
7,5.348055555555555
