id,čas
204,4.1925
16,4.1925
105,4.1925
181,4.1925
51,4.1925
15,4.1925
112,4.1925
155,4.1925
161,4.1925
48,4.1925
121,4.1925
171,4.1925
214,4.1925
178,4.1925
104,4.1925
57,4.1925
45,4.1925
41,4.1925
154,4.1925
6,4.1925
144,4.1925
47,4.1925
7,4.1925
42,4.1925
101,4.1925
1,4.1925
201,4.1925
164,4.1925
137,4.1925
131,4.1925
158,4.1925
147,4.1925
177,4.1925
21,4.1925
67,4.1925
56,4.1925
33,4.1925
31,4.1925
93,4.1925
38,4.1925
114,4.1925
151,4.1925
176,4.1925
125,4.1925
111,4.1925
91,4.1925
116,4.1925
28,4.1925
44,4.1925
18,4.1925
11,4.1925
12,4.1925
3,4.1925
17,4.1925
216,4.1925
202,4.1925
22,4.1925
61,4.1925
194,4.1925
94,4.1925
152,4.1925
13,4.1925
168,4.1925
14,4.1925
95,4.1925
173,4.1925
213,4.1925
118,4.1925
54,4.1925
25,4.1925
46,4.1925
166,4.1925
127,4.1925
183,4.1925
113,4.1925
165,4.1925
167,4.1925
182,4.1925
58,4.196111111111112
128,4.198888888888889
27,4.198888888888889
162,4.198888888888889
26,4.198888888888889
207,4.198888888888889
203,4.198888888888889
205,4.198888888888889
208,4.198888888888889
126,4.199722222222222
215,4.199722222222222
43,4.2011111111111115
52,4.203333333333333
143,4.203333333333333
85,4.203333333333333
141,4.203333333333333
37,4.203333333333333
82,4.203333333333333
123,4.203333333333333
36,4.203333333333333
86,4.203333333333333
84,4.203333333333333
81,4.203333333333333
124,4.203333333333333
66,4.203333333333333
196,4.203333333333333
148,4.203333333333333
62,4.203333333333333
63,4.203333333333333
188,4.203333333333333
71,4.203333333333333
34,4.203333333333333
191,4.203333333333333
156,4.203333333333333
153,4.203333333333333
197,4.203333333333333
218,4.203333333333333
108,4.203333333333333
107,4.203333333333333
24,4.203333333333333
175,4.203333333333333
102,4.203333333333333
68,4.203333333333333
136,4.203333333333333
192,4.203333333333333
73,4.203333333333333
145,4.203333333333333
212,4.203333333333333
198,4.203333333333333
64,4.203333333333333
35,4.203333333333333
172,4.203333333333333
53,4.203333333333333
134,4.203333333333333
163,4.203333333333333
138,4.203333333333333
132,4.203333333333333
2,4.203333333333333
4,4.203333333333333
97,4.203333333333333
96,4.203333333333333
185,4.203333333333333
74,4.203333333333333
55,4.203333333333333
157,4.203333333333333
117,4.203333333333333
122,4.208333333333334
77,4.210833333333333
106,4.211388888888889
103,4.212777777777778
88,4.213611111111112
83,4.221388888888889
135,4.223333333333334
92,4.235555555555556
98,4.235555555555556
32,4.245833333333334
87,4.245833333333334
146,4.249444444444444
65,4.25
133,4.25
78,4.25
72,4.25
5,4.25
23,4.25
217,4.25
142,4.25
75,4.25
76,4.25
8,4.25
206,4.25
195,4.25
115,4.25
174,4.25
211,4.25
187,4.269444444444445
184,4.269444444444445
186,4.283055555555555
193,4.288611111111111
