id,čas
146,3.3138888888888887
208,3.3138888888888887
85,3.315833333333333
64,3.316111111111111
27,3.3166666666666664
128,3.3180555555555555
77,3.3188888888888886
116,3.319444444444444
88,3.32
44,3.32
176,3.3305555555555553
137,3.331111111111111
182,3.3461111111111115
158,3.3461111111111115
74,3.3475
107,3.3605555555555555
193,3.3858333333333333
143,3.429722222222222
217,3.4375000000000004
1,3.4622222222222225
18,3.4622222222222225
61,3.4622222222222225
21,3.4622222222222225
28,3.4622222222222225
91,3.4622222222222225
111,3.4622222222222225
151,3.4622222222222225
11,3.4622222222222225
25,3.4622222222222225
82,3.4622222222222225
147,3.4622222222222225
41,3.4622222222222225
131,3.4622222222222225
124,3.4622222222222225
13,3.4622222222222225
96,3.4622222222222225
14,3.4622222222222225
36,3.4622222222222225
12,3.4622222222222225
38,3.4622222222222225
218,3.4622222222222225
45,3.4622222222222225
98,3.4622222222222225
6,3.465277777777778
97,3.465277777777778
191,3.468055555555556
138,3.468055555555556
86,3.468055555555556
133,3.47
173,3.471388888888889
125,3.4719444444444445
152,3.4719444444444445
123,3.4719444444444445
102,3.4733333333333336
175,3.475
63,3.475
117,3.475
141,3.475
68,3.475
115,3.4766666666666666
211,3.4766666666666666
65,3.4766666666666666
76,3.4766666666666666
5,3.480277777777778
16,3.4877777777777776
93,3.4891666666666667
153,3.49
155,3.4955555555555557
46,3.4966666666666666
47,3.498888888888889
87,3.499722222222222
163,3.5011111111111113
157,3.5011111111111113
94,3.513333333333333
72,3.535833333333333
15,3.535833333333333
197,3.54
145,3.5588888888888888
194,3.5588888888888888
198,3.5588888888888888
33,3.5588888888888888
156,3.5588888888888888
7,3.5588888888888888
43,3.5588888888888888
122,3.5588888888888888
54,3.565
53,3.565
92,3.565
196,3.565
185,3.565
84,3.565
202,3.567222222222222
24,3.5947222222222224
23,3.5972222222222223
168,3.5997222222222223
35,3.6019444444444444
112,3.6033333333333335
101,3.6033333333333335
214,3.606388888888889
114,3.608611111111111
171,3.6294444444444447
132,3.6444444444444444
172,3.655
22,3.655
66,3.6691666666666665
62,3.6691666666666665
154,3.6691666666666665
34,3.673611111111111
213,3.674722222222222
26,3.676388888888889
135,3.676388888888889
113,3.6991666666666667
144,3.6991666666666667
148,3.6991666666666667
73,3.715555555555556
95,3.7158333333333333
17,3.7236111111111114
216,3.7458333333333336
83,3.7458333333333336
108,3.7533333333333334
106,3.7533333333333334
55,3.7533333333333334
187,3.7533333333333334
37,3.7533333333333334
212,3.7533333333333334
56,3.7533333333333334
184,3.7533333333333334
58,3.7533333333333334
181,3.7533333333333334
206,3.7533333333333334
48,3.7533333333333334
67,3.7533333333333334
42,3.7533333333333334
183,3.7533333333333334
204,3.7533333333333334
192,3.7533333333333334
78,3.7533333333333334
195,3.7533333333333334
178,3.7533333333333334
134,3.7533333333333334
177,3.7533333333333334
165,3.7533333333333334
8,3.7533333333333334
121,3.7533333333333334
207,3.7533333333333334
201,3.7533333333333334
104,3.7533333333333334
105,3.7533333333333334
75,3.7533333333333334
3,3.7533333333333334
126,3.7533333333333334
127,3.7533333333333334
215,3.7569444444444446
205,3.7605555555555554
51,3.762777777777778
57,3.762777777777778
167,3.7852777777777775
166,3.7852777777777775
162,3.7852777777777775
164,3.790833333333333
161,3.832222222222222
